estacion,tendencia_m_año,r2,p_valor,n_mediciones,nivel_medio,rango_m,año_inicio,año_fin,x,y,masa_agua
Piezòmetre - Calafell 3 Bis,0.00035852625476476084,5.106013365827139e-05,0.9241542964250231,180.0,1.6407722222222223,2.92,2000.0,2024.0,381456.87,4562908.81,Garraf
Piezòmetre - Calafell-1,0.002442532008596416,0.0012513265939575512,0.6111101015446889,209.0,1.2480382775119618,6.89,2000.0,2024.0,380710.06,4561448.55,Garraf
Piezòmetre - Calafell-2,0.08722752618945387,0.1001532629255228,0.034176866204755144,45.0,-0.32377777777777783,1.96,2000.0,2005.0,380537.36,4561915.4,Garraf
Piezòmetre - Can Gramunt,-0.04743552277910685,0.0024093793719228507,0.6654619914489734,80.0,329.050875,21.79000000000002,2000.0,2020.0,388188.41,4597763.6,Carme-Capellades
Piezòmetre - Carme-Cementiri,-0.0732932644310547,0.007713734817676133,2.0998541302788418e-10,5216.0,324.43384121856775,39.94999999999999,2000.0,2026.0,385700.78,4598384.19,Carme-Capellades
Piezòmetre - Castellar De N'Hug-1,-0.03141921617968535,0.006342075643308501,0.1928709475508591,269.0,1280.7857620817845,34.75999999999999,2000.0,2024.0,418658.0,4681584.0,Conca alta de Cardener i Llobregat
Piezòmetre - Castellar De N'Hug-2,-0.013886621789967083,0.0014333017140432736,0.5402492328234603,264.0,1285.317840909091,12.569999999999936,2000.0,2024.0,418670.1,4681676.4,Conca alta de Cardener i Llobregat
Piezòmetre - Castellvell S-6,-0.005015279457829217,0.0022366559777218836,0.506045237179282,200.0,200.43839999999997,11.680000000000007,2000.0,2023.0,340353.08,4560428.78,Llaberia - Prades meridional
Piezòmetre - Castellví,-0.8984850249835571,0.1830566113628993,2.4371034058393398e-11,223.0,103.87730941704035,135.31,2000.0,2025.0,381627.36,4577111.76,Bloc del Gaià-Bonastre
Piezòmetre - Catllar,-0.09846107093087827,0.026606894281179735,0.006134287823510801,281.0,9.022160142348755,72.77,2000.0,2024.0,358621.72,4558513.95,Baix Gaià
Piezòmetre - Cercs-1,-0.14320583837765916,0.12331314073161433,1.0727574577292996e-08,251.0,654.2465737051793,15.600000000000023,2000.0,2024.0,405764.7,4666573.7,Conca alta de Cardener i Llobregat
Piezòmetre - Cercs-2,-0.0023164148372507086,0.0011771621136004063,0.5710275566809819,275.0,668.4223272727273,6.0,2000.0,2024.0,405659.4,4666541.1,Conca alta de Cardener i Llobregat
Piezòmetre - Cortal De La Vila,0.01502047460187743,0.08416621992530668,1.4072349079513724e-05,217.0,-1.0708294930875577,3.49,2000.0,2026.0,508935.97,4668721.79,Fluviodeltaic del Fluvià - Muga
Piezòmetre - D-2-B,0.21286585559441706,0.10515911061962956,0.0035503693076862418,79.0,-5.863924050632912,6.129999999999999,2000.0,2006.0,421365.0,4576471.0,Vall baixa i Delta del Llobregat
Piezòmetre - D-3-A (Sant Boi De Llobregat),0.16378735650866694,0.46250641661632375,1.7040604044749902e-39,281.0,0.5673665480427047,7.109999999999999,2000.0,2024.0,421039.0,4575109.0,Vall baixa i Delta del Llobregat
Piezòmetre - D-3-B (Sant Boi De Llobregat),0.3187001933295389,0.42435421741314433,1.922162339344329e-35,282.0,-2.372198581560284,12.829999999999998,2000.0,2025.0,421036.0,4575096.0,Vall baixa i Delta del Llobregat
Piezòmetre - D-3-C,0.3288766191750369,0.3612240198131225,1.3625105069659278e-16,155.0,-4.226774193548387,13.030000000000001,2000.0,2024.0,421035.0,4575100.0,Vall baixa i Delta del Llobregat
Piezòmetre - D-4-B (El Prat De Llobregat),0.7549323639067917,0.5614726772732372,0.0,2357.0,-3.0533269693112715,11.174999999999999,2000.0,2017.0,423016.0,4575866.0,Vall baixa i Delta del Llobregat
Piezòmetre - D-5-A (L'Hospitalet De Llobregat),0.03373335028595091,0.2866784435735315,5.971712896052472e-22,277.0,-0.4905054151624549,2.31,2000.0,2026.0,424404.0,4577467.0,Vall baixa i Delta del Llobregat
Piezòmetre - D-5-B (L'Hospitalet De Llobregat),0.30627289989101364,0.4817669162735944,2.7699861624598155e-41,278.0,-2.710503597122302,10.71,2000.0,2026.0,424402.0,4577469.0,Vall baixa i Delta del Llobregat
Piezòmetre - Daró S-1-C,0.011706634887866446,0.0017352227790243557,0.5416285687389857,217.0,-3.974193548387097,12.76,2000.0,2026.0,508926.75,4653482.07,Fluviodeltaic del Baix Ter
Piezòmetre - Daró S-2-C,0.004690046999348273,6.17281011406499e-05,0.9441502828501416,82.0,-4.169878048780487,10.399999999999999,2010.0,2026.0,508888.05,4653458.17,Fluviodeltaic del Baix Ter
Piezòmetre - Daró S-3-C,0.0030758663805035592,9.88852811945896e-05,0.8672581566747477,285.0,-3.6161754385964917,12.52,2000.0,2024.0,508845.05,4653434.97,Fluviodeltaic del Baix Ter
Piezòmetre - Desviament-2,0.03648822070839781,0.1509152307686594,6.405834628360734e-07,154.0,0.6577272727272728,3.4299999999999997,2000.0,2024.0,427035.0,4573815.0,Vall baixa i Delta del Llobregat
Piezòmetre - Desviament-3,-0.023101690085379264,0.1159748291246521,1.3612761779463377e-05,156.0,0.5421153846153846,4.42,2000.0,2024.0,425918.0,4573611.0,Vall baixa i Delta del Llobregat
Piezòmetre - Desviament-4,0.015371882214951033,0.03120189783311026,0.03418384910819995,144.0,0.6897222222222221,1.8599999999999999,2000.0,2016.0,426035.0,4573469.0,Vall baixa i Delta del Llobregat
Piezòmetre - Desviament-5,-0.005835468633800494,0.013340467234216922,0.1523930936327392,155.0,0.9634838709677419,1.81,2000.0,2024.0,425954.0,4573218.0,Vall baixa i Delta del Llobregat
Piezòmetre - Desviament-6,-0.0042946965498344624,0.010756141247297946,0.21607448142536811,144.0,0.7941666666666667,0.77,2000.0,2019.0,425949.0,4572965.0,Vall baixa i Delta del Llobregat
Piezòmetre - Desviament-7,-0.007243218303115197,0.043603339338892155,0.008896246231388934,156.0,0.6448076923076922,1.1300000000000001,2000.0,2025.0,425636.0,4573021.0,Vall baixa i Delta del Llobregat
Piezòmetre - E-1-A,0.4615271227176943,0.07119746769339429,4.3240657246916795e-12,652.0,10.17687116564417,14.98,2000.0,2006.0,478322.0,4615731.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - E-2-4-B (Sant Joan Despí),0.38462798226614847,0.48880669313093533,1.2680349391586529e-51,343.0,-1.191078717201166,15.24,2000.0,2024.0,420410.84,4578080.72,Vall baixa i Delta del Llobregat
Piezòmetre - Em-2,-0.05281102265872283,0.00826288490880475,0.25297116413012855,160.0,0.842375,38.629999999999995,2000.0,2022.0,331045.02,4545613.37,Baix Camp
Piezòmetre - Em-3,-0.011194557082395733,0.07593005179442583,1.6146175307997168e-05,238.0,1.054310924369748,3.8600000000000003,2000.0,2024.0,330997.82,4545704.05,Baix Camp
Piezòmetre - Enpetrol,0.6641315033859775,0.7470733145205087,9.406056573326255e-232,771.0,27.56946433203632,28.211999999999996,2000.0,2024.0,351415.63,4559325.12,Baix Francolí
Piezòmetre - F-1 (Santa Coloma De Cervelló),0.2869338098694745,0.39760785813410343,2.009275987481035e-39,343.0,1.8574344023323617,15.77,2000.0,2024.0,419132.25,4579978.94,Vall baixa i Delta del Llobregat
Piezòmetre - F-1 (Tordera),-0.01926042508225151,0.06920844339429612,3.8135244738282395e-05,239.0,16.186878661087864,6.690000000000001,2000.0,2023.0,477434.0,4616572.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - F-4 (Sant Joan Despí),0.2891033716263462,0.4238424404735972,2.8230049172908426e-51,414.0,2.2009420289855073,12.71,2000.0,2024.0,419844.0,4580475.0,Vall baixa i Delta del Llobregat
Piezòmetre - F-5 (Sant Joan Despí),0.313511223764114,0.4375262594137795,5.124948248145775e-171,1353.0,-0.1833739837398375,18.54,2000.0,2024.0,420194.0,4580672.0,Vall baixa i Delta del Llobregat
Piezòmetre - Fluvià S-15,0.009333593194030779,0.03597196340878107,0.002006625406661999,263.0,25.853954372623576,3.34,2000.0,2025.0,496563.04,4667649.48,Detrític neogen de l'Empordà
Piezòmetre - Fluvià S-4,-0.020701262200195143,0.04560851563332541,0.00032726814589818483,279.0,6.739569892473119,4.14,2000.0,2025.0,501693.95,4668308.55,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Fluvià S-7,0.0024753394723555583,0.0025693881542705704,0.3989955039667076,279.0,-0.9720430107526882,1.89,2000.0,2026.0,508968.38,4670756.89,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Fluvià S-9,-0.002249793560679777,0.0007564938657747722,0.7274522416932723,163.0,8.323865030674847,5.130000000000001,2000.0,2020.0,501177.95,4668075.35,Fluviodeltaic del Fluvià - Muga
Piezòmetre - G-1 (Tordera),-0.0014524518175341665,0.0001776752762809504,0.5991890236714943,1557.0,21.600963872832374,4.194499999999998,2000.0,2026.0,476760.0,4617376.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - G-9,0.31872178493921016,0.37254121215847785,9.358209813926534e-16,141.0,5.4977304964539,6.26,2000.0,2012.0,419444.0,4583109.0,Vall baixa i Delta del Llobregat
Piezòmetre - Gavà-A (C-0-A),0.012907629815243503,0.003182296929194513,0.5189621425329547,133.0,-0.002406015037593987,7.27,2001.0,2021.0,415310.78,4570972.75,Vall baixa i Delta del Llobregat
Piezòmetre - Gavà-B (C-0-B),0.03425298394246765,0.1702248101097669,5.3544021985621495e-09,185.0,0.2053513513513514,3.09,2001.0,2025.0,415306.78,4570977.75,Vall baixa i Delta del Llobregat
Piezòmetre - Gavà-C (C-0-C),0.0256420137737489,0.06927317195109733,0.0010941760905366683,151.0,0.08900662251655628,2.77,2001.0,2025.0,415310.78,4570967.75,Vall baixa i Delta del Llobregat
Piezòmetre - Gavà-D (Castelldefels) C-0-D,0.0402910822309914,0.18868799915442155,5.4394062180802606e-14,273.0,0.4237728937728938,5.67,2001.0,2025.0,415304.78,4570975.75,Vall baixa i Delta del Llobregat
Piezòmetre - Gc-1-B,0.1057632502355475,0.6842074896366931,1.1135698257726761e-47,185.0,-0.4557837837837838,8.23,2000.0,2024.0,426516.0,4572025.0,Vall baixa i Delta del Llobregat
Piezòmetre - Gc-1-D,0.2348340589521235,0.35193704134605003,5.696932564418123e-19,185.0,-3.8330270270270272,9.870000000000001,2000.0,2024.0,426511.0,4572022.0,Vall baixa i Delta del Llobregat
Piezòmetre - H-1 (Tordera),0.020141860288730204,0.02472057586380291,0.059834301016090774,144.0,28.782937500000003,3.6899999999999977,2000.0,2024.0,475619.0,4619294.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - I-1 (Maçanet De La Selva),-0.020604686867161777,0.03820369513629967,1.3433405824303664e-13,1409.0,35.964643896380416,7.902499999999996,2000.0,2024.0,474478.0,4621197.0,Al·luvials de l'alta i mitjana Tordera
Piezòmetre - Iryda-A,-0.014244703470691893,0.0023785667409029943,0.08403485408359389,1256.0,0.11535762977481423,5.04,2000.0,2018.0,481158.0,4611842.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - Iryda-Banyoles,-0.061281871239662104,0.027959899627904957,0.0703241272719447,118.0,172.02474576271186,9.5,2000.0,2011.0,479760.79,4665036.01,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - L-1 (Castellbisbal),-0.003378830337733249,0.00029653034905483704,0.5260548187156153,1358.0,31.222326951399115,8.21,2000.0,2025.0,413747.53,4591299.79,Cubeta de Sant Andreu
Piezòmetre - La Llacuna,0.022291496248907715,9.096408937910417e-05,0.9230736811731393,105.0,512.888,32.620000000000005,2000.0,2025.0,377194.47,4592715.8,Carme-Capellades
Piezòmetre - La Pletera,-0.029897396984047583,0.1430576673419724,0.0010535528620766131,72.0,1.0719444444444446,1.2,2012.0,2026.0,515970.0,4652559.0,Fluviodeltaic del Baix Ter
Piezòmetre - Les Comes,-2.3719661326239887,0.34499106853351924,0.016741624652844893,16.0,325.308625,83.79000000000002,2003.0,2020.0,386223.35,4598209.69,Carme-Capellades
Piezòmetre - Ll-1 (Martorelles),-0.00784804437093509,0.0429108861751287,0.000349422547932254,294.0,56.579874149659865,2.509999999999998,2000.0,2024.0,435966.02,4599108.64,Al·luvials del Vallès
Piezòmetre - Ll-2,0.07901450080541765,0.09072081756492131,2.08059334951269e-12,522.0,45.24823754789272,2.019999999999996,2000.0,2005.0,434612.61,4597146.44,Al·luvials del Vallès
Piezòmetre - M-1 (Castellbisbal),0.05167227717238657,0.06209284650297427,1.9784884654735724e-09,564.0,31.08765660595315,8.499999999999996,2000.0,2024.0,413270.73,4591879.8,Cubeta de Sant Andreu
Piezòmetre - Mataró-3,-0.021252667346745756,0.006853273819966788,0.1750017452781332,270.0,-0.38607777777777785,26.89,2000.0,2024.0,451793.53,4596925.01,Maresme
Piezòmetre - Miami S-1,-0.011378518608768474,0.12793561886880556,7.154742516654027e-07,182.0,1.6146153846153848,1.56,2000.0,2024.0,326133.3,4543055.83,Baix Camp
Piezòmetre - Mo-1 (Montcada I Reixac),0.022961845540968393,0.1459650960727896,7.395328482414618e-42,1167.0,28.081369323050556,4.73,2000.0,2024.0,432585.98,4593680.65,Al·luvials del Vallès
Piezòmetre - Mont-Roig 2,-0.28982608091580025,0.5544533573467707,6.670162035468371e-48,264.0,15.135030303030302,27.87,2000.0,2022.0,330436.17,4549384.83,Baix Camp
Piezòmetre - Montornes-1,-0.006991062275574468,0.023254367898107246,0.010895526360166153,278.0,77.07158633093528,4.260000000000005,2000.0,2024.0,439221.7,4600391.9,Al·luvials del Vallès
Piezòmetre - Mr (Martorell),0.02236911193520022,0.13947598067195174,1.0721077787246379e-10,280.0,47.758892857142854,4.529999999999994,2000.0,2025.0,410311.93,4591926.42,Detrític neogen del Penedès
Piezòmetre - Muga S-1,-0.024794684813567617,0.0074721333214777825,0.13328567110374592,303.0,-0.38495443829372933,13.812133332999998,2000.0,2025.0,507118.41,4674878.51,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-1-A,-0.006566540450198966,0.005475007390787032,0.3235631742200097,180.0,-0.8242222222222223,5.180000000000001,2000.0,2026.0,507113.91,4674882.11,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-2-A,0.0020916794789659536,0.0003183107081564367,0.8157749822492839,173.0,-1.2476300578034683,4.79,2000.0,2022.0,506986.01,4674870.72,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-2-B,0.04688086585430121,0.07504299828636438,0.0022638234787366062,122.0,-0.9840983606557376,5.3,2000.0,2026.0,506987.91,4674864.62,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-38,-0.019591243373761415,0.03511806880845041,0.012251378782603885,178.0,-0.4441011235955056,4.5,2000.0,2026.0,507116.51,4674880.81,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-4,0.030608247927609685,0.13039881903006426,5.07970290941223e-05,120.0,-1.3245,1.6,2000.0,2012.0,507226.16,4674433.9,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-6,0.014707918257939193,0.009795308176545427,0.2552301304941278,134.0,-0.8406716417910447,4.4,2000.0,2026.0,507291.2,4673938.2,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Muga S-8,-0.004269099815514001,0.0016633028539860364,0.5126481825995194,260.0,-1.4852307692307691,11.139999999999999,2000.0,2026.0,507293.5,4673936.3,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Noguera Cremada,-0.22457217755068598,0.007370855527446926,0.45783708817172086,77.0,129.37454545454545,39.510000000000005,2000.0,2007.0,378444.05,4574798.74,Bloc del Gaià-Bonastre
Piezòmetre - Olivella,0.5201436713546389,0.07998662684740802,0.023549163556244767,64.0,81.12312499999999,16.650000000000006,2000.0,2005.0,397941.0,4572568.0,Garraf
Piezòmetre - Orpí,-0.12747954061790792,0.076936331962939,4.750769804685218e-06,264.0,337.4364772727272,42.72000000000003,2000.0,2026.0,383404.44,4598340.78,Carme-Capellades
Piezòmetre - P-1-A (Argentona),0.13034209540192176,0.10969990272666552,9.812091616523272e-08,247.0,54.46755465587045,14.800000000000004,2000.0,2024.0,450106.16,4601174.73,Maresme
Piezòmetre - P-10,0.054790136151004795,0.006487628293619848,0.0036082140383970926,1304.0,82.60444785276074,21.47,2000.0,2024.0,376350.49,4567831.22,Sorres de Santa Oliva
Piezòmetre - P-13-Ext (Sant Joan Despí),0.33111037416175676,0.4027043721870932,4.690021183825487e-40,343.0,-1.0427405247813413,14.54,2000.0,2024.0,420651.0,4578226.0,Vall baixa i Delta del Llobregat
Piezòmetre - P-19,0.2910641700905199,0.25735014789338323,1.6259539610264445e-82,1247.0,92.3764073777065,17.179999999999993,2000.0,2024.0,379170.71,4569101.02,Sorres de Santa Oliva
Piezòmetre - Palafolls S-7,0.0495109922724359,0.013185345922056628,0.04439027422852471,307.0,5.274032573289903,14.89,2000.0,2024.0,479692.0,4614228.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - Palafrugell S-1,0.08602416937976042,0.025974069256620075,0.006783481122766151,281.0,8.325836298932384,14.409999999999998,2000.0,2026.0,512080.09,4645094.43,Fluviodeltaic del Baix Ter
Piezòmetre - Palau-1,1.0481477386760663,0.3354156726193718,6.552583853001037e-22,229.0,79.13368558951966,74.48,2000.0,2024.0,431062.04,4601613.68,Detrític neogen del Vallès
Piezòmetre - Palau-2,1.110635541834079,0.3391589351265526,2.7845197911828883e-22,230.0,79.1742956521739,76.873,2000.0,2024.0,431066.04,4601618.68,Detrític neogen del Vallès
Piezòmetre - Palau-Solità S-7,0.09927630944478134,0.38458999787815207,1.7795948037626101e-78,727.0,96.49330123796425,2.0,2000.0,2011.0,431294.04,4601906.68,Al·luvials del Vallès
Piezòmetre - Peralada (S-1),-0.039257794483607396,0.04329663813450092,0.012959305784138599,142.0,18.0193661971831,5.540000000000001,2000.0,2023.0,500648.41,4685230.78,Detrític neogen de l'Empordà
Piezòmetre - Peralada S-12,-0.025646865312727918,0.05146859251107101,7.960311601238068e-06,380.0,15.891425961544737,4.3199999999999985,2000.0,2025.0,500014.94,4684405.63,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Peralada S-13,-0.03134743330606183,0.030201999510402693,0.0008140103874625595,368.0,25.640068505826083,20.06,2000.0,2026.0,496953.08,4685849.51,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Piezometre Barrera Bh-Pp1 (Mp-47),0.0359523926804482,0.0015081446963354304,0.42237061763332406,429.0,1.308306368642337,4.7459999999999996,2009.0,2026.0,426482.62,4573922.57,Vall baixa i Delta del Llobregat
Piezòmetre - Piezometre Onyar-3,0.007731221640268187,0.0019250507618273453,0.6242769818318608,127.0,65.24748031496064,3.9099999999999966,2012.0,2024.0,485413.47,4647275.34,Plioquaternari de l'Onyar
Piezòmetre - Piezometre Salt (Parking Hospital),-0.15680102473481308,0.18876970896650414,1.4010002792767023e-07,135.0,71.45525925925926,8.510000000000005,2012.0,2024.0,483297.0,4646191.0,Plioquaternari de l'Onyar
Piezòmetre - Piezometre Ter  (Nescafé),-0.06807318016609364,0.13253819919827936,9.793693501873706e-06,140.0,59.303928571428564,3.539999999999999,2012.0,2024.0,483221.47,4648212.35,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - Piezometre Ullal Del Cachorro (Benifallet),0.0034072527196273906,0.00026785502689143033,0.7908692600419847,265.0,16.18109433962264,9.489999999999998,2000.0,2024.0,292113.0,4539250.0,Fossa de Móra
Piezòmetre - Piezòmetre 1 Can Malet,0.4324303824611177,0.6436623386754952,3.26623090024393e-290,1287.0,-4.0365462315462315,11.62,2000.0,2025.0,425523.0,4573224.0,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre 10 Calldetenes 1,0.9444097174754362,0.03295204285870059,0.02887834717301141,145.0,470.5844827586207,236.39999999999998,2010.0,2024.0,440603.56,4642158.4,Plana de Vic - Collsacabra
Piezòmetre - Piezòmetre 10 Manlleu-1 (Margues),0.6996172118830932,0.022461976211714235,0.06716587836022579,150.0,446.2846666666666,223.98,2010.0,2024.0,438768.94,4649592.42,Plana de Vic - Collsacabra
Piezòmetre - Piezòmetre 10 Manlleu-2 (Al·Luvial),0.7003026337210791,0.022513835364923556,0.06592981552238789,151.0,446.33509933774826,223.79999999999998,2010.0,2024.0,438768.41,4649589.22,Plana de Vic - Collsacabra
Piezòmetre - Piezòmetre 10 Masies De Roda-1,0.2737052828349603,0.004131136781883066,0.4424536644582985,145.0,412.90937931034483,200.36,2010.0,2024.0,444060.44,4648022.1,Plana de Vic - Collsacabra
Piezòmetre - Piezòmetre 10 Masies De Roda-2 (Pantà),-0.10827138418214369,0.0005704410440196409,0.774762789788387,146.0,411.675,207.39999999999998,2010.0,2024.0,444768.0,4647158.0,Plana de Vic - Collsacabra
Piezòmetre - Piezòmetre 10 Sant Julià De Vilatorta-1 (Vilalleons),0.9338268895088837,0.018741912785717626,0.10059413922405651,145.0,615.726896551724,307.3999999999999,2010.0,2024.0,443398.05,4637980.78,Plana de Vic - Collsacabra
Piezòmetre - Piezòmetre 13 (Arbúcies-1),-0.022914090836785854,0.004588801408167909,0.44202364585100185,131.0,406.82166412213746,12.807999999999993,2013.0,2024.0,455937.3,4630730.53,Montseny-Guilleries
Piezòmetre - Piezòmetre 17 Sabadell-1 (Superficial),-0.03264345277880566,0.014218519473743295,0.268491387205555,88.0,176.07554545454545,5.174999999999983,2016.0,2024.0,425646.6,4599839.6,Detrític neogen del Vallès
Piezòmetre - Piezòmetre 17 Sabadell-2 (Profund),-0.08795066015725413,0.03560330245721287,0.07830665683221857,88.0,168.683625,9.879999999999995,2016.0,2024.0,425646.1,4599843.3,Detrític neogen del Vallès
Piezòmetre - Piezòmetre 17 Sabadell-3 (Superficial),0.18513851796674233,0.42176686829917953,7.669965566985498e-12,88.0,200.0795,3.2789999999999964,2016.0,2024.0,424663.4,4601277.4,Detrític neogen del Vallès
Piezòmetre - Piezòmetre 17 Sabadell-4 (Profund),0.1134574731903034,0.11438331856978302,0.0012693534682855123,88.0,194.62157954545455,8.030000000000001,2016.0,2024.0,424669.9,4601267.7,Detrític neogen del Vallès
Piezòmetre - Piezòmetre 17 Sabadell-5 (Profund),0.04099581159895396,0.0012735851810727248,0.7413280038515542,88.0,221.01482954545455,18.05000000000001,2016.0,2024.0,423796.1,4602693.1,Detrític neogen del Vallès
Piezòmetre - Piezòmetre 18 Arenys De Munt-1,-0.0966439518079078,0.03018342945889494,0.035338399562523694,147.0,50.296527210884356,11.253999999999998,2011.0,2024.0,461867.68,4604917.41,Maresme
Piezòmetre - Piezòmetre 18 Canet-1,-0.026145895939237485,0.0272725747753688,0.0406813808449737,154.0,7.104532467532467,3.2,2011.0,2024.0,465201.81,4604275.29,Maresme
Piezòmetre - Piezòmetre 18 Sant Andreu De Llavaneres-1,0.006326393809091343,0.0005295069228967907,0.7865108052564831,141.0,1.5507234042553193,10.857,2010.0,2023.0,457863.98,4601330.51,Maresme
Piezòmetre - Piezòmetre 18 Sant Pol De Mar-1,-0.10822791565316567,0.028174978784382,0.038729466100382644,152.0,6.161921052631579,12.96,2010.0,2024.0,467432.45,4605791.21,Maresme
Piezòmetre - Piezòmetre 32 Castelló D'Empúries El Matar,0.17128593392237157,0.2526616877223342,6.812963053115052e-06,72.0,1.6459722222222222,2.98,2018.0,2026.0,507940.9,4673424.01,Fluviodeltaic del Fluvià - Muga
Piezòmetre - Piezòmetre 37 Esparreguera 1 (Abrera),0.29061591572124845,0.049863609648059824,0.007775812770633601,141.0,59.51418439716312,55.89,2010.0,2024.0,409148.08,4598243.74,Cubeta d'Abrera
Piezòmetre - Piezòmetre 37 Esparreguera-2 (Can Vinyals),0.2584828711514621,0.027591601483546863,0.04509452653977911,146.0,73.60000000000001,70.66,2010.0,2024.0,406592.28,4601644.27,Cubeta d'Abrera
Piezòmetre - Piezòmetre 37 Olesa De Montserrat-1,0.21747892583324865,0.026276458974352757,0.054804920754639094,141.0,63.20539007092199,61.46000000000001,2010.0,2024.0,407734.48,4598592.25,Cubeta d'Abrera
Piezòmetre - Piezòmetre 38 Pallejà-1,0.05277530115153163,0.02727374415248981,0.03138353973475022,170.0,19.477529411764706,9.46,2010.0,2024.0,416516.8,4586730.74,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre 38 Sant Andreu De La Barca-1,0.06034052563295721,0.016574738067419725,0.06384118346898446,208.0,26.48076923076923,25.19,2010.0,2025.0,415136.07,4588486.75,Cubeta de Sant Andreu
Piezòmetre - Piezòmetre 4 Llançà-1,-0.04809058921941867,0.026788093832128615,0.04053717832248163,157.0,-0.34197452229299363,4.859999999999999,2010.0,2025.0,512663.0,4690414.0,Al·luvials de l'Albera i Cap de Creus
Piezòmetre - Piezòmetre 4 Port De La Selva-1,0.08711258649196821,0.004026306025028204,0.45475490203314484,141.0,-0.5308510638297872,42.29,2010.0,2025.0,516733.82,4686847.46,Al·luvials de l'Albera i Cap de Creus
Piezòmetre - Piezòmetre 66  (Santa Coloma De Farners-1),-0.0016600260573808822,0.001246560699202936,0.6679719814374016,150.0,107.7594,1.1199999999999903,2009.0,2022.0,472864.34,4632818.41,Plioquaternari de la Riera Santa Coloma
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp10,-0.00738254617071541,0.0025237236385303066,0.12702002506808965,924.0,0.35848331155285207,3.1929999999999996,2009.0,2026.0,427707.05,4577391.88,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp11,-0.08734942555786367,0.06898429603889084,9.576286088995314e-13,715.0,-0.0082015784939698,8.53,2009.0,2026.0,424076.24,4573944.47,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp12,-0.1580796079164194,0.32472191045791704,4.366286604828566e-61,695.0,1.003398984674129,8.99,2010.0,2026.0,426197.71,4573114.97,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp13,-0.09928461809683081,0.11746156011479182,1.6041136954553398e-16,547.0,-1.0185741461992954,9.931999999999999,2009.0,2026.0,425079.62,4574063.68,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp14,0.1219033004097529,0.42852380446414007,1.0795201235843084e-59,477.0,0.01621304375447119,4.086,2009.0,2026.0,428835.95,4577588.52,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp14 A (Superficial),-0.01711025370076716,0.008153898044825615,0.6004560329583635,36.0,0.7027777777777777,0.97,2021.0,2023.0,428834.0,4577589.0,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp15,0.024246691724680247,0.012832833439420767,0.011005612045546075,503.0,-0.16385857503202128,4.70066666666667,2009.0,2023.0,428188.91,4576519.96,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp15 A (Superficial),-0.04221512092344196,0.5179286008419371,2.429371960901278e-07,39.0,1.0323076923076924,0.4900000000000001,2017.0,2023.0,428189.0,4576520.0,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp16,-0.038665179077015485,0.04572388708406248,6.917541042670947e-08,624.0,0.38626886971723934,9.436,2009.0,2026.0,427572.14,4576202.35,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp17,-0.04343522684885918,0.03982845151354007,0.006912475848449973,182.0,-0.20521327878470735,3.354,2009.0,2026.0,428290.46,4577228.01,Vall baixa i Delta del Llobregat
Piezòmetre - Piezòmetre Barrera Hidràulica Bh-Pp2,-0.13023920387329613,0.005492541352564766,0.19901964929834226,302.0,0.3031709813365443,16.296,2009.0,2026.0,425341.2,4572996.62,Vall baixa i Delta del Llobregat
