estacion,tendencia_m_año,r2,p_valor,n_mediciones,nivel_medio,rango_m,año_inicio,año_fin,x,y,masa_agua
Piezòmetre - 26 Piezòmetre Cambrils-1,-0.027243150102767868,0.004510143012429987,0.7497589811257153,25.0,4.726400000000001,0.8600000000000003,2022.0,2024.0,336226.3,4548190.1,Baix Camp
Piezòmetre - 27 Piezometre Rocafort Queralt-1,-0.13760149562956284,0.2297179054576006,0.013233054506239489,26.0,520.9346153846154,0.75,2022.0,2024.0,356420.9,4592743.2,Prades - Alt Francolí
Piezòmetre - 27 Piezòmetre Montblanc-1 (Poble),-16.64285168767421,0.8307995845735431,9.66135273517265e-11,26.0,334.69769230769236,37.94999999999999,2022.0,2024.0,345731.5,4581580.1,Prades - Alt Francolí
Piezòmetre - 27 Piezòmetre Montblanc-2 (Muntanya),-10.068374090190094,0.893839246112994,1.0896120932636895e-12,25.0,362.36280000000005,19.060000000000002,2022.0,2024.0,345265.0,4580399.4,Prades - Alt Francolí
Piezòmetre - 28 Piezòmetre Alforja-1,-1.7783291116900928,0.2873951097022324,0.003947542197710101,27.0,356.2848148148148,11.830000000000041,2022.0,2024.0,330007.5,4564078.9,Llaberia - Prades meridional
Piezòmetre - 28 Piezòmetre Vandellòs-1,11.639322244493172,0.6250073425179196,2.5690514553500748e-06,25.0,187.18239999999997,30.870000000000005,2022.0,2024.0,317601.8,4543471.8,Llaberia - Prades meridional
Piezòmetre - 3 Piezòmetre Llers-1,0.032856802349599964,0.00011397960843434158,0.9553479519719293,30.0,175.81400000000002,15.120000000000005,2022.0,2026.0,492028.82,4682897.65,Conca alta de la Muga
Piezòmetre - 33 Bordils-1,-0.0009552261384928655,0.00014026625122692623,0.74640604042127,748.0,32.1847807486631,2.8399999999999963,2009.0,2024.0,492721.0,4655808.0,Fluviodeltaic del Baix Ter
Piezòmetre - 33 Foixà-1,-0.11189477518471934,0.20150706506903654,0.003667635089950142,40.0,12.672,1.3399999999999999,2020.0,2024.0,502102.7,4655964.3,Fluviodeltaic del Baix Ter
Piezòmetre - 33 Fontanilles-2_Rec Molí Pals,-0.023937894435628257,0.01900017892485006,0.2773948978729544,64.0,3.6831250000000004,1.6699999999999995,2018.0,2026.0,511283.5,4650164.1,Fluviodeltaic del Baix Ter
Piezòmetre - 33 Pals-1_Rec Molí Pals,-0.0788741426003693,0.3220228898733934,4.5093491695784187e-07,68.0,0.4477941176470588,2.07,2018.0,2026.0,513690.5,4650201.1,Fluviodeltaic del Baix Ter
Piezòmetre - 33 Pals-2_Rec Molí Pals,-0.0008080458055948928,3.4049157422619874e-05,0.9774304939522895,26.0,0.4938461538461538,0.72,2018.0,2024.0,515566.5,4650587.1,Fluviodeltaic del Baix Ter
Piezòmetre - 33 Sant Jordi Desvalls-1,-0.001171551938016915,0.00026777111041310605,0.6534928839216856,755.0,22.507192052980134,2.9899999999999984,2009.0,2024.0,497389.71,4656330.09,Fluviodeltaic del Baix Ter
Piezòmetre - 33-Celrà-1,-0.013587943975842903,0.02265065682696337,3.583266702659852e-05,748.0,40.232299465240644,1.9600000000000009,2009.0,2024.0,489815.0,4654850.0,Fluviodeltaic del Baix Ter
Piezòmetre - 34 Breda-1,-0.01334689112931963,0.009653500339503083,0.012137218080238066,651.0,161.59633640552994,11.219999999999999,2009.0,2024.0,462853.8,4622031.71,Al·luvials de l'alta i mitjana Tordera
Piezòmetre - 34 Sant Feliu De Buixalleu-1,-0.4177003365777789,0.2446791613400781,0.0015945637255769549,38.0,71.22852631578948,3.9000000000000057,2021.0,2024.0,467964.0,4621460.0,Al·luvials de l'alta i mitjana Tordera
Piezòmetre - 34 Sant Feliu De Buixalleu-2,-0.5216180529239113,0.20045453119844506,0.00482299600766752,38.0,69.1314210526316,6.920000000000002,2021.0,2024.0,468271.0,4621119.0,Al·luvials de l'alta i mitjana Tordera
Piezòmetre - 34 Sant Feliu De Buixalleu-3,0.01065937997218029,0.007822765892899139,0.6302552424893682,32.0,66.76515624999999,0.6099999999999994,2021.0,2024.0,466136.0,4619749.0,Al·luvials de l'alta i mitjana Tordera
Piezòmetre - 35 Blanes-1( Nou Iryda  A),-0.3159224544970894,0.23404428583859313,0.004338789988939129,33.0,-2.8096969696969696,1.9999999999999998,2021.0,2024.0,481055.0,4612039.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - 35 Blanes-2 ( Nou Iryda B),-0.3858305986736113,0.24775452541300444,0.0032037147161993245,33.0,-2.6921212121212124,2.23,2021.0,2024.0,481054.0,4612040.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - 36 Barcelona-1 (Mou 3),0.08070969051630014,0.16019739565941618,0.014103023310344619,37.0,1.854054054054054,0.7599999999999998,2008.0,2011.0,433772.91,4584801.93,Baix Besòs i Pla de Barcelona
Piezòmetre - 36 Barcelona-2 (Mou 4),0.13156942861651558,0.45602219159365015,2.1297903272393837e-08,54.0,1.358148148148148,1.0499999999999998,2008.0,2013.0,433771.41,4584801.13,Baix Besòs i Pla de Barcelona
Piezòmetre - 36 Sant Adrià De Besòs-1 (Mou 1),-0.029793833880783296,0.5533879158453674,8.284221692589848e-13,66.0,2.6181666666666663,1.59,2008.0,2024.0,435005.7,4585966.9,Baix Besòs i Pla de Barcelona
Piezòmetre - 36 Sant Adrià De Besòs-2 (Mou 2),-0.030143279582985932,0.5631227446924632,4.058695491454028e-13,66.0,2.618833333333333,1.59,2008.0,2024.0,435004.0,4585969.0,Baix Besòs i Pla de Barcelona
Piezòmetre - 39 Barcelona-3 (Pz1 Port De Ningbó),0.040516992779059804,0.04312049351988201,0.2242677532934539,36.0,0.6141666666666667,0.86,2021.0,2023.0,429748.6,4575829.5,Vall baixa i Delta del Llobregat
Piezòmetre - 39 Barcelona-4 (Pz2 Port De Ningbó),-0.4272011667245473,0.44670432675794186,8.40197954553381e-06,36.0,0.6163888888888889,2.3,2021.0,2023.0,429821.6,4576040.8,Vall baixa i Delta del Llobregat
Piezòmetre - 39 El Prat De Llobregat-2 (Ms Aca-1),-0.029736153970877147,0.2096853073237881,1.235975235496206e-13,236.0,2.290974576271186,1.6600000000000001,2001.0,2026.0,423854.83,4575583.99,Vall baixa i Delta del Llobregat
Piezòmetre - 39 El Prat De Llobregat-3 (Mp Aca-1),-0.11109899097257903,0.08232072734388844,1.1767376049177955e-05,226.0,-0.24314159292035392,10.43,2009.0,2026.0,423850.83,4575591.39,Vall baixa i Delta del Llobregat
Piezòmetre - 45 Tartareu-2 (Codi Che 321330006),-6.404318954612283,0.08723101339043132,0.3513356276526759,12.0,465.18499999999995,43.10999999999996,2022.0,2024.0,310293.0,4645234.0,Serres marginals catalanes
Piezòmetre - 55 Piezòmetre Ametlla-1 (Superficial),-0.055697432663033196,0.008458671971754896,0.6482093035872329,27.0,0.8014814814814814,1.46,2022.0,2024.0,315738.4,4530047.4,l'Ametlla de Mar- Perelló
Piezòmetre - 55 Piezòmetre Ametlla-2 (Profund),-0.9209055454500115,0.6902133132098616,5.014093379855079e-07,24.0,0.5591666666666667,2.21,2022.0,2024.0,315730.8,4530047.1,l'Ametlla de Mar- Perelló
Piezòmetre - 6 Crespià-1,-0.018242112896052407,0.02075404301987205,0.00010837911452236574,717.0,90.39068340306834,6.050000000000011,2009.0,2026.0,483891.63,4669708.38,Detrític neogen de l'Empordà
Piezòmetre - 6 Fontcoberta-1 (Cementiri),0.15966683235532964,0.12202294662211371,1.9683189787850843e-22,732.0,114.99558743169399,17.459999999999994,2009.0,2026.0,483698.29,4663975.34,Detrític neogen de l'Empordà
Piezòmetre - 6 Ordis-1,1.1411843999566902,0.6635214460435963,6.603085390585875e-178,745.0,38.06365100671141,29.479999999999997,2009.0,2026.0,491762.64,4675049.51,Detrític neogen de l'Empordà
Piezòmetre - 6 Orfes-1,-0.42093105245902845,0.28811249170745556,8.24611098473113e-43,556.0,80.47188848920864,34.01,2010.0,2026.0,488592.14,4669332.81,Detrític neogen de l'Empordà
Piezòmetre - 65 Bescanó-1,-9.376700743647654e-05,1.060020683714477e-06,0.9775733697843181,748.0,118.09455882352943,3.769999999999996,2009.0,2024.0,473755.23,4647087.21,"Al·luvials del Ter Mig, Brugent i Llémena"
Piezòmetre - 65 Cellera De Ter-1,0.0028335423971792948,0.0006378671183897792,0.4892233011669246,752.0,147.237460106383,5.090000000000003,2009.0,2024.0,468991.79,4646642.9,"Al·luvials del Ter Mig, Brugent i Llémena"
Piezòmetre - 65-Girona-1,-0.005437939933991043,0.011819285692951995,0.1313150378322988,194.0,62.2440206185567,2.6000000000000014,2007.0,2024.0,485086.48,4648678.34,"Al·luvials del Ter Mig, Brugent i Llémena"
Piezòmetre - 66 Riudarenes-1,-0.01706402422319629,0.12447010066329352,6.717454550755556e-06,155.0,100.57767741935484,1.2099999999999937,2009.0,2022.0,473934.33,4631864.4,Plioquaternari de la Riera Santa Coloma
Piezòmetre - 68 Pontons-1 (Fm. Orpí),-0.2920497431490904,0.031524236528676634,9.594133274870004e-07,752.0,639.4667819148937,158.38999999999993,2009.0,2026.0,374066.5,4586185.64,Calcàries de l'Alt Foix-Gaià
Piezòmetre - 68 Pontons-2 (M3),-0.8602699947784102,0.013182099748988596,0.001876047598107655,731.0,506.9822161422709,250.60000000000002,2009.0,2026.0,374065.83,4586185.09,Calcàries de l'Alt Foix-Gaià
Piezòmetre - 7 Peratallada-1,-0.5123988990710204,0.4615447758672477,9.032012354539863e-77,558.0,30.48327956989247,14.449999999999996,2010.0,2026.0,507287.1,4647398.77,Paleògens del Baix Ter
Piezòmetre - 7 Sant Joan De Mollet-1,0.1975125058685869,0.0932602427664271,9.233095853412775e-18,755.0,42.8902119205298,24.659999999999997,2009.0,2024.0,495427.74,4653865.33,Paleògens del Baix Ter
Piezòmetre - 7-Vilopriu-1,-0.3217204605960653,0.23236968815050016,6.710474983325894e-45,750.0,25.259226666666663,15.669999999999998,2009.0,2024.0,498360.12,4661177.13,Paleògens del Baix Ter
Piezòmetre - 8 Banyoles-1,-1.29794800322348,0.286599914362788,1.5907048002913318e-16,204.0,203.91078431372551,44.0,2011.0,2024.0,479516.89,4664998.41,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - 8 Besalú-1,-0.015142466503673081,0.029952945903508582,2.476459836146783e-06,732.0,126.56222677595626,3.0400000000000063,2009.0,2026.0,476267.4,4671913.14,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - 8 Fontcoberta-1 (Superficial),-0.42664099826152535,0.0970446580709381,9.293906297461887e-06,195.0,208.25697435897436,23.289999999999992,2008.0,2024.0,480674.2,4666346.5,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - 8 Fontcoberta-2 (Intermedi),-0.3969222989686668,0.10111990601902786,6.232227595651881e-06,194.0,208.17582474226805,23.340000000000003,2008.0,2024.0,480673.6,4666346.7,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - 8 Fontcoberta-3 (Profund),-0.45502126616341704,0.07894088255937645,8.246639936401304e-05,191.0,207.9785863874345,43.0,2008.0,2024.0,480673.4,4666346.5,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - 8 Sant Miquel De Campmajor-1,-0.012832642184778207,0.01890012351582753,0.00016386177374810455,747.0,217.67190093708166,3.3899999999999864,2009.0,2026.0,474002.69,4663871.03,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - 8 Tortellà-1,-0.022653601545798555,0.004917491855960605,0.054422789681490336,753.0,237.22499335989374,7.909999999999997,2009.0,2026.0,469805.55,4675085.97,Baixa Garrotxa-Pla de l'Estany
Piezòmetre - A-1-A,0.0023767897459666424,0.005278558642612285,0.3689737566606375,155.0,0.4098709677419355,1.8399999999999999,2000.0,2025.0,413435.06,4568765.96,Vall baixa i Delta del Llobregat
Piezòmetre - A-1-B,-0.2632606672984685,0.0641697077371713,0.001471304834833737,155.0,22.381661290322583,73.0925,2000.0,2026.0,413438.0,4568766.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-10'-A,-0.011523363979318739,0.2115213709228102,9.442036205989944e-15,255.0,0.7692549019607843,1.29,2000.0,2026.0,428842.0,4575589.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-10'-B,0.012394700309012414,0.12601972148003623,1.335866847510555e-06,176.0,0.5291477272727273,2.08,2000.0,2024.0,428842.0,4575587.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-10'-C,-0.001495756925776169,0.0012254959134074055,0.6200029360491661,203.0,0.35807881773399014,1.9000000000000001,2000.0,2026.0,428841.0,4575584.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-10'-D,0.28158820554838454,0.6007526375126042,2.319380270337588e-305,1522.0,-2.3871879106438896,18.78,2000.0,2026.0,428842.0,4575590.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-11'-A,0.01332642873449478,0.09107219707710995,1.8214765454495653e-06,241.0,0.17286721991701245,3.92,2000.0,2024.0,429570.0,4577007.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-11'-B,-0.007964052200265023,0.02406335834224125,0.05888776732272515,149.0,0.4185234899328859,2.7800000000000002,2000.0,2024.0,429573.0,4577006.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-11'-C,0.027174281516211964,0.10982826192618234,7.468019038073506e-06,175.0,0.25017142857142854,1.49,2000.0,2024.0,429576.0,4577005.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-11'-D,0.05197159655397132,0.21305372033209632,4.04631320553747e-14,241.0,-1.0758921161825727,3.56,2000.0,2024.0,429579.0,4577004.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-3-A (Gavà),-0.004667995822834632,0.013219222964741161,0.15028902684621834,158.0,0.4561392405063291,2.36,2000.0,2025.0,417110.0,4568710.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-3-A (Malgrat de Mar),-0.01184128391664619,0.054574268421720994,0.0570896867171798,67.0,-1.0082089552238809,0.8600000000000001,2000.0,2011.0,480752.0,4610660.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - A-3-D,0.0726621067867032,0.2632043017961232,4.7049870728905106e-12,159.0,-0.8440880503144654,3.28,2000.0,2025.0,417087.0,4568711.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-4-A (Gavà),0.08379562656292167,0.7158921277539168,4.995833889273392e-45,160.0,0.8180624999999999,2.3,2000.0,2024.0,419783.77,4569193.71,Vall baixa i Delta del Llobregat
Piezòmetre - A-4-B (Gavà),0.06021466424107056,0.4369800940223715,8.119337793257078e-20,147.0,0.6103401360544217,2.9800000000000004,2000.0,2024.0,419783.77,4569194.71,Vall baixa i Delta del Llobregat
Piezòmetre - A-4-B (Malgrat De Mar),0.1002198627839272,0.40090398873292016,4.250047167082232e-31,265.0,-1.6766264150943397,4.2,2000.0,2024.0,481378.0,4611107.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - A-4-C,0.19158572447788527,0.527328166623834,1.1604610924625953e-27,161.0,-1.9375776397515527,6.13,2000.0,2025.0,419786.0,4569192.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-6-A (Blanes),0.0066574281404451156,0.009564145376594209,0.10624729523366645,274.0,-0.6958868613138686,7.01,2000.0,2024.0,482028.0,4612464.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - A-6-B (Blanes),0.012468560263843841,0.025376008028748568,0.003365566855974435,337.0,-0.5043353115727003,6.57,2000.0,2024.0,482027.0,4612463.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - A-8''-A,-0.40203133234909716,0.7166864078757729,3.873343228082743e-37,131.0,3.7891603053435112,4.92,2008.0,2023.0,427506.0,4573126.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-8''-B,0.11574715192000969,0.1524576672283938,1.5567303244433793e-06,142.0,-2.3359929577464786,10.289,2000.0,2023.0,427507.0,4573127.0,Vall baixa i Delta del Llobregat
Piezòmetre - A-8-3-B,0.376568757343714,0.27955862045489616,9.982898852808465e-06,62.0,-6.301354838709677,4.66,2000.0,2005.0,427744.52,4573903.26,Vall baixa i Delta del Llobregat
Piezòmetre - A-8-3-B-Nou,0.047399316305481526,0.01882816802605696,0.09630767761976718,148.0,-0.9891891891891892,10.120000000000001,2008.0,2023.0,427694.52,4573875.86,Vall baixa i Delta del Llobregat
Piezòmetre - Ab-1 (Castellbisbal),-0.028647880629161116,0.012718727353109737,4.15801277287482e-08,2352.0,45.572070613662135,5.990000000000002,2000.0,2025.0,410166.34,4593607.52,Cubeta d'Abrera
Piezòmetre - Ab-2 (Abrera),0.07019032607229622,0.1408199533771522,1.1802002089984159e-56,1660.0,53.119424883593894,4.859999999999999,2000.0,2025.0,409587.35,4595217.23,Cubeta d'Abrera
Piezòmetre - Aca-Pz7 Cecam,-1.889580284268705,0.7138484497148385,1.0806480532154341e-07,25.0,11.3594,4.92,2022.0,2024.0,417616.0,4583861.0,Vall baixa i Delta del Llobregat
Piezòmetre - Alcover,-0.1572611787841965,0.0513349382904539,9.590997378181563e-18,1399.0,164.70052894924947,22.369999999999976,2000.0,2024.0,348407.73,4569698.54,Baix Camp
Piezòmetre - Anglès Tub P,-0.14395899276098123,0.07847356342734835,0.020682567565152913,68.0,132.63955882352943,5.75,2018.0,2024.0,470744.43,4645534.45,"Al·luvials del Ter Mig, Brugent i Llémena"
Piezòmetre - Anglès Tub S,-0.12979119381905674,0.5528662253521845,3.789878065743343e-13,68.0,134.82735294117649,1.6599999999999966,2018.0,2024.0,470743.43,4645534.45,"Al·luvials del Ter Mig, Brugent i Llémena"
Piezòmetre - Argentona-1,0.04268394057977746,0.004897814175862946,0.39476716208555473,150.0,2.1694666666666667,7.82,2000.0,2015.0,451678.04,4598034.42,Maresme
Piezòmetre - Argentona-2,0.049685349742942114,0.3359863756122082,3.499397847331182e-77,847.0,-0.02883943329397874,5.82,2000.0,2024.0,451778.44,4597499.51,Maresme
Piezòmetre - Aubí S-03,0.35927488751376435,0.501722026738131,1.1202128323402858e-25,160.0,3.604875,9.61,2000.0,2015.0,510654.71,4634269.02,Al·luvials de la Baixa Costa Brava
Piezòmetre - Aubí S-10,0.06809489519293528,0.0774286840918017,1.9886575191696174e-06,283.0,1.7835689045936396,16.48,2000.0,2024.0,510446.01,4634199.03,Al·luvials de la Baixa Costa Brava
Piezòmetre - Aubí S-15,0.11654055068321811,0.10234176922010302,4.408094653114311e-08,280.0,5.560107142857143,14.24,2000.0,2024.0,511008.31,4634851.22,Al·luvials de la Baixa Costa Brava
Piezòmetre - Aubí S-19,0.005816521741115466,0.0004475414410822928,0.7288263529719406,271.0,10.297933579335794,9.23,2000.0,2024.0,511406.0,4635540.0,Al·luvials de la Baixa Costa Brava
Piezòmetre - Ave-1 Cornellà,-0.22080995660656333,0.04347852338577684,5.001310680496511e-08,671.0,-3.7769162940983607,12.989999999999998,2008.0,2024.0,421824.0,4577754.0,Vall baixa i Delta del Llobregat
Piezòmetre - Ave-P,-0.685977940078881,0.03801682215786019,0.5656157837907144,11.0,11.35,3.0700000000000003,2023.0,2024.0,416955.0,4585694.0,Vall baixa i Delta del Llobregat
Piezòmetre - Azahar,0.11235302661758645,0.19845738821990985,4.002124876401394e-09,159.0,1.7788050314465407,9.57,2000.0,2022.0,325810.06,4544132.31,Baix Camp
Piezòmetre - B-1-B,0.06326860860614446,0.3458882419988407,5.943214646631466e-15,146.0,0.480958904109589,2.59,2000.0,2025.0,414387.0,4569707.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-1-C,0.009969405848283961,0.004171256457590304,0.5642986660478251,82.0,0.23682926829268292,1.63,2000.0,2006.0,414384.0,4569710.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-2-A (Malgrat De Mar),0.0012778483682836497,0.00014461067199215275,0.6735111090494204,1230.0,-0.5643485965934959,2.09,2000.0,2024.0,480458.0,4610953.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - B-2-B (Malgrat De Mar),0.07425158261092701,0.409117543645375,6.131229016648061e-40,335.0,-0.13394626865671638,4.422000000000001,2000.0,2024.0,480458.0,4610954.0,Al·luvials de la baixa i delta de la Tordera
Piezòmetre - B-3-A (Gavà),0.0002812300337753234,0.0002889776167378146,0.7801762631063504,272.0,0.559264705882353,1.23,2000.0,2025.0,417895.0,4570260.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-3-B (Gavà),0.1367720219969067,0.1713304522781149,2.6274251145860726e-13,287.0,-0.8535888501742159,35.589999999999996,2000.0,2025.0,417894.0,4570250.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-3-C (Gavà),0.07985592249185354,0.2621802978326642,3.773320000566985e-13,176.0,-2.421136363636364,5.21,2000.0,2025.0,417894.78,4570252.73,Vall baixa i Delta del Llobregat
Piezòmetre - B-4-A,-0.016840382370363314,0.12608896968629765,3.078019447647368e-06,164.0,0.4586585365853659,1.54,2000.0,2025.0,421045.0,4570659.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-4-B (Viladecans),0.27576587995187657,0.5131189719239426,1.1873795854848071e-37,231.0,-2.511731601731602,8.27,2000.0,2025.0,421044.0,4570662.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-6'-A (El Prat De Llobregat),-0.029729129666646266,0.05928985543471187,0.00018613093817890374,231.0,0.7033333333333335,8.67,2000.0,2024.0,425237.0,4573714.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-6'-B (El Prat De Llobregat),0.3236240373413515,0.443543962435929,6.678963585903412e-33,246.0,-3.1527642276422765,11.09,2000.0,2026.0,425241.62,4573714.58,Vall baixa i Delta del Llobregat
Piezòmetre - B-6'-C,0.29531544639085816,0.4915619319842827,8.759184264488394e-36,233.0,-3.6383690987124457,12.919999999999998,2000.0,2024.0,425244.0,4573718.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-6'-D,0.5589935003700102,0.6723934015948336,2.2697457947463834e-40,161.0,-4.106459627329192,11.26,2000.0,2017.0,425249.0,4573721.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-1-A,0.03574721393291691,0.526641379704066,3.677622885415977e-42,250.0,0.600764,1.94,2000.0,2024.0,427864.0,4576055.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-1-B,0.05462748204308235,0.3706099221639373,8.158216838380036e-05,36.0,0.731111111111111,0.9099999999999999,2008.0,2021.0,427865.94,4576050.56,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-1-C,0.073879500128604,0.7295076660658949,1.153347779598585e-68,237.0,0.49075949367088606,2.56,2000.0,2024.0,427864.0,4576056.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-2-A,0.06017548034632483,0.4247807899730145,5.152228302592645e-31,245.0,0.18771428571428572,3.26,2000.0,2024.0,428298.0,4577097.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-2-B,0.052870583690770835,0.2144672069521702,1.5223559929619425e-11,191.0,0.13916230366492147,3.8600000000000003,2000.0,2024.0,428299.0,4577097.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-A,0.0317930943637701,0.046112607770444604,0.0059108606156532155,163.0,0.20374233128834357,8.41,2000.0,2024.0,427013.0,4574692.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-7-B (Prat De Llobregat),0.32814183727498614,0.5222152638306528,1.972495059695331e-43,261.0,-3.040229885057471,10.84,2000.0,2026.0,427034.73,4574688.87,Vall baixa i Delta del Llobregat
Piezòmetre - B-8'-A (Barcelona),0.08466195601310951,0.2704857827190006,1.2873653018493455e-17,234.0,-0.4405982905982907,6.45,2000.0,2023.0,428492.0,4577686.0,Vall baixa i Delta del Llobregat
Piezòmetre - B-8'-C,0.07190214721283457,0.02238276188686863,0.043239194231846904,183.0,-1.5649590163934428,33.11000000000001,2000.0,2024.0,428465.0,4577684.0,Vall baixa i Delta del Llobregat
Piezòmetre - Banyeres S-1,0.02645680598482508,0.019275875533407965,3.599181814589448e-08,1562.0,96.97031306017925,6.640000000000001,2000.0,2024.0,378726.97,4568692.91,Sorres de Santa Oliva
Piezòmetre - Banyeres S-2,0.19465379732727695,0.31766636358433964,8.784299472266389e-14,148.0,103.45945945945945,6.090000000000003,2000.0,2015.0,379846.13,4569717.09,Sorres de Santa Oliva
Piezòmetre - Bastareny (Gisclareny),-0.014589443965728458,0.005328381638140486,0.24266500056393428,258.0,938.3985658914728,13.110000000000014,2000.0,2024.0,401042.59,4680293.03,Conca alta de Cardener i Llobregat
Piezòmetre - Bràfim,-0.03985950412991038,0.04479340720720378,0.00047453244168417475,269.0,232.250624535316,7.72999999999999,2000.0,2022.0,359041.0,4568765.0,Alt Camp
Piezòmetre - Bsv-1,-4.082625758792066,0.611511188147241,0.004458371378545502,11.0,2.4445454545454544,4.05,2023.0,2024.0,418442.9,4581959.7,Vall baixa i Delta del Llobregat
Piezòmetre - Bsv-10,-4.958099659952917,0.9328784801368547,1.3993982892840787e-06,11.0,2.21,3.5100000000000002,2023.0,2024.0,418591.9,4581572.7,Vall baixa i Delta del Llobregat
Piezòmetre - C-1-A,0.03297289452267775,0.12382705899512689,4.099797088383614e-06,163.0,-0.21417177914110433,2.76,2000.0,2025.0,416321.0,4571430.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-1-B,0.06226819898611635,0.21393826515028522,3.2510301623844453e-09,148.0,-0.3034459459459459,2.74,2000.0,2025.0,416318.0,4571434.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-1-C,0.027928610337050862,0.09906327636406238,4.519707384580538e-05,162.0,-0.477283950617284,2.45,2000.0,2025.0,416315.0,4571438.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-2,0.006943414192695184,0.005799610493793765,0.266241468335478,215.0,166.13767441860463,4.650000000000006,2000.0,2024.0,336119.19,4560266.3,Baix Camp
Piezòmetre - C-2-A (Viladecans),-0.002388097157517364,0.0013498431590542829,0.5843887331208388,224.0,0.7787053571428572,5.6899999999999995,2000.0,2019.0,420058.0,4572709.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-3-A (El Prat De Llobregat),-0.03279204903054907,0.36096557754861536,2.7192790486645627e-27,264.0,0.7730681818181818,4.0600000000000005,2000.0,2026.0,421596.0,4573211.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-5''-A  (El Prat De Llobregat),0.007269914779243333,0.0025023640406351255,0.6140553661508414,104.0,1.245,3.88,2000.0,2008.0,423900.0,4575785.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-5''-B (El Prat De Llobregat),0.5432935471433126,0.36223898622816814,5.664757686400502e-13,118.0,-5.695000000000001,13.02,2000.0,2011.0,423903.0,4575786.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-6-1-A,-0.025025161473620265,0.33089556857540803,5.240477594008598e-16,166.0,0.4742168674698795,2.14,2000.0,2025.0,425329.0,4575114.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-6-1-B,0.21928673931321271,0.14612497269184935,3.7297823453952345e-07,166.0,-5.0121686746987955,32.7,2000.0,2025.0,425327.0,4575111.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-7'-A (Barcelona),0.007530093398823945,0.05778685897904633,4.6700752054284275e-05,281.0,0.24437722419928826,1.5899999999999999,2000.0,2026.0,427188.94,4576386.17,Vall baixa i Delta del Llobregat
Piezòmetre - C-7'-B,0.005129693585525809,0.015363827298689467,0.10121240468426251,176.0,0.015738636363636368,1.9300000000000002,2000.0,2024.0,427182.84,4576383.67,Vall baixa i Delta del Llobregat
Piezòmetre - C-7'-C (Barcelona),0.2777309043806712,0.656292264606128,3.869985433205764e-234,1002.0,-0.3769560695918163,7.880000095000001,2000.0,2026.0,427187.0,4576385.0,Vall baixa i Delta del Llobregat
Piezòmetre - C-7'-D,0.210653112560627,0.5133879680665662,8.189060932039743e-44,270.0,-2.3247037037037037,8.11,2000.0,2024.0,427179.0,4576383.0,Vall baixa i Delta del Llobregat
